,Unnamed: 0,company,location,dates,job-title,summary,pros,cons,advice-to-mgmt,overall-ratings,work-balance-stars,culture-values-stars,career-opportunities-stars,comp-benefit-stars,senior-management-stars,helpful-count,role,is_current_employee,year,month,quarter,earnings_this_quarter,stock_price,incomplete_review
4127,4128,google,"Mountain View, CA"," Sep 12, 2013",Current Employee - Product Marketing Manager,Great place to work if you're willing to be proactive about your own career,"The company sincerely works toward its mission to make the worlds information universally accessible and useful. It's big enough that there is bound to be a job that you like, if you're willing to put in the effort of searching it out. People are generally friendly, smart and fun to work with.","The company can sometimes seem inflexible, and not all parts of the company are as ""Googley"" as others. It's not easy to move around to different jobs or different divisions within the company - one must be very persistent to do so.",none,5.0,5.0,5.0,5.0,5.0,5.0,0,Product Marketing Manager,1,2013,Sep,3,13.754000000000001,435.12,0
4128,4129,google,none," Aug 30, 2013",Former Employee - Anonymous Employee,"If I had a dollar for every superstar wasting away their career at Google, I could by myself a fairly nice BMW 328i.","Google is the only place I can think of whose majority of employees have a love/hate relationship with it. In a recent survey, most employees said that they were dissatisfied with their career direction/growth and that they were generally unhappy with the scope of their work. At the same time, the vast majority of employees believe in the direction the company is going and believe in senior leadership and would strongly recommend Google as a place to work. Smart enough to know they are capable of so much more and happy enough to not care? Let the good times roll!  If you were a fan of 90210, you are almost too old to work there but just young enough to appreciate the 'perks.'  Some really super cool people who will hopefully find another really cool place to work and do something great with their lives.  BBQ and the other food is ok too  For the few who get to work on really cool things that matter, life is good.  Highly competitive games of simple conversation.","Amazingly smart people doing amazing mundane work with limited impact and contribution whilst being fattened up to potentially waste away a great career.  Highly competitive atmosphere whereby much of the time creativity is sacrificed.  Paraphrasing Page, ""We don't need people who can think of new and cool ideas. We have that already. What we need is people who can execute on the ideas we already have.""  Somehow the hiring process, great as it may be, ends up selecting for a disproportionate number of extremely egotistical a**holes.  Low empathy Engineers that border on inhuman ""android"" like beings not too unfamiliar to those found in a Philip Dick novel where it is asked if they dream of electric sheep. Some do, most do not. But they do dream of self driving, all electric, BMW's.  Restricted Areas: not all Google employees are treated equally around campus anymore and access is limited based on what you do for the company and what group you work in.  The culture is changing (see Restricted Areas): Google has hired roughly 8-10K people per year for the past ~4 years. I can't think of a company that has a better culture to hold on to but, from what I have seen, they are loosing the battle.  Most managers and high potential employees look like they just stepped off the set of 90210.",There is nothing you don't already think you know...,3.0,3.0,4.0,1.0,3.0,2.0,12,Anonymous Employee,0,2013,Aug,3,13.754000000000001,435.12,0
4129,4130,google,none," Sep 20, 2013",Former Employee - Anonymous Employee,Great place to start,Great team atmosphere. Solid perks.,dead locked in your own job. competitive.,Ask your employees what they want.,4.0,3.0,3.0,3.0,3.0,3.0,1,Anonymous Employee,0,2013,Sep,3,13.754000000000001,435.12,1
4130,4131,google,"Mountain View, CA"," Sep 7, 2013",Current Employee - Business Analyst,Google is the best place I have ever worked.,"The people at Google are phenomenal - the smartest and most capable people I have worked with. And they're friendly and easy to work with too - very few jerks - everybody there is generally trying to do the right thing. Also, once you're in, it's relatively easy to move around - I have had three different jobs within Google","It's a big company - sometimes it is unclear how the different initiatives fit together. Also, because it is an organization filled with smart, competitive people who like to be the best, there is a culture of overwork that is hard to fight.",Don't just say what we're doing - explain why we're doing it and how it all fits together into a coherent strategy.,5.0,2.0,4.0,4.0,5.0,4.0,0,Business Analyst,1,2013,Sep,3,13.754000000000001,435.12,0
4131,4132,google,none," Sep 12, 2013",Former Employee - Anonymous Employee,Should be better,"Great benefits, good atmosphere, good pay and bonus",Too many people that were not well rounded at all,Make personality a hiring criterion for engineers,3.0,3.0,3.0,3.0,3.0,3.0,2,Anonymous Employee,0,2013,Sep,3,13.754000000000001,435.12,1
4132,4133,google,"New York, NY"," Aug 25, 2013",Current Employee - Senior Account Executive,Incredible company to work for but not as good as it was 5 years ago,Amazing work life balance and compensation,Not a lot of growth opportunity in the sales organization,none,5.0,5.0,5.0,3.0,5.0,3.0,2,Senior Account Executive,1,2013,Aug,3,13.754000000000001,435.12,0
4133,4134,google,none," Sep 14, 2013",Former Employee - Anonymous Employee,Great company,"Fun place to work, great team mates, many interesting projects,","A bit too big now, average managers",none,4.0,3.0,3.0,3.0,3.0,3.0,0,Anonymous Employee,0,2013,Sep,3,13.754000000000001,435.12,1
4134,4135,google,none," Sep 14, 2013",Former Employee - Anonymous Employee,Amazing place to work,High concentration of talent and interesting projects,Tough to rise in the company,none,4.0,3.0,3.0,3.0,3.0,3.0,0,Anonymous Employee,0,2013,Sep,3,13.754000000000001,435.12,1
4135,4136,google,"Mountain View, CA"," Sep 3, 2013",Former Employee - Programmer,Demanding and Exciting Culture,"Just what you would expect- exciting, innovative and creative culture, it is Google people! Perks, pay and people are a plus as well.","At its core Google is just selling ads, which is less glamorous and intellectually stimulating than the other business lines that receive more press.",Focus on innovation.,5.0,5.0,4.0,5.0,5.0,4.0,0,Programmer,0,2013,Sep,3,13.754000000000001,435.12,0
4136,4137,google,"Mountain View, CA"," Sep 2, 2013",Current Employee - Sales Manager,Love it!,Huge impact Great culture Smart people Mission driven company Cutting edge of innovation,Need to like change to be happy at G over the long term,Keep it up!,5.0,5.0,5.0,5.0,5.0,5.0,0,Sales Manager,1,2013,Sep,3,13.754000000000001,435.12,0
4137,4138,google,"Mountain View, CA"," Sep 4, 2013",Former Employee - Hardware Engineer,"Overworked, lack of respect",The well known perks are all there. You are given quite a bit of freedom and autonomy within your project or teams scope. The work is challenging and interesting.,Good luck taking advantage of the perks. I felt like I was sneaking out anytime I walked over to get a coffee or talk a quick walk around the building for a break. Expected to be at work from 8am to 11pm. Was reprimanded for talking advantage of amenities instead of working (an hour out of a 14 hour day),Don't treat people like machines.,2.0,1.0,3.0,5.0,5.0,2.0,7,Hardware Engineer,0,2013,Sep,3,13.754000000000001,435.12,0
4138,4139,google,none," Sep 9, 2013",Former Employee - Anonymous Employee,Great,"Work life balance, Food, Atmosphere, Smart people","Get spoiled, People consumed by the culture",none,4.0,3.0,3.0,3.0,3.0,3.0,1,Anonymous Employee,0,2013,Sep,3,13.754000000000001,435.12,1
4139,4140,google,none," Sep 9, 2013",Former Employee - Anonymous Employee,great company but not enough opportunities outside HQ,"-great, smart people -large impact -exciting company to be a part of -consistent global culture -get to work on products that are used by millions of people and businesses","-big, slow decision making, fewer job opportunities outside of HQ especially on exciting, new projects -not enough training, career development opportunities -promotions don't always reward most qualified",none,3.0,3.0,4.0,3.0,4.0,4.0,1,Anonymous Employee,0,2013,Sep,3,13.754000000000001,435.12,0
4140,4141,google,"New York, NY"," Jun 28, 2013",Current Employee - Software Engineer III,Everything you've heard and more,"Great compensation, amazing perks, and incredibly passionate coworkers.  While most companies will claim that people are their number on priority, Google is the only company I've worked at that actually delivers on this.  My wife actually almost cried when she learned about the generous paternity leave policy and the ""death benefit"" provided by the company if anything should ever happen to me. It's overwhelming to see an employer go so far above and beyond just to make their employee's families lives better.  I won't say too much about pay other than that my total compensation this year will be 2.5 times what I received at my previous employer ~2 years ago as a Software Engineer.","Sometimes it's difficult for people who are used to being the ""big fish"" at their previous company to get used to the fact that they're aren't the leader of the pack anymore.  Work/life balance at my old job was slightly better, but only because very few people had any passion for what they did so everyone was out the door as soon as they hit 40 hours and never answered email after hours.","Don't get comfortable, keep pushing the boundaries.",5.0,4.0,5.0,5.0,5.0,5.0,21,Software Engineer III,1,2013,Jun,2,13.107000000000001,441.01,0
4141,4142,google,"Venice, CA"," Aug 20, 2013",Current Employee - Engineering Manager,Google is a great place to work. Even your worst day at Google is better than your worst days at other jobs.,"They treat employees very well. Not just be feeding us, but by giving us some degrees of freedom to work on what we want. They pay a lot of attention to employee feedback and actually make changes based on what we say.  The technology is amazing and the people here are as smart as they come. More than likely, the ""guy who wrote the book on it"" works here.",It isn't as flexible as it used to be. Career advancement can be difficult if you aren't located in the Mountain View Campus.,Keep it up!,5.0,5.0,4.0,5.0,5.0,4.0,2,Engineering Manager,1,2013,Aug,3,13.754000000000001,435.12,0
4142,4143,google,"Mountain View, CA"," Sep 5, 2013",Current Employee - Paralegal,"Great Company, but individual teams may not be so great","benefits, campus, it is Google","lacking organization in some teams. Some managers not well trained, promoted strictly on tenure, rather than skill or knowledge. limited advancement.","Some managers not well trained, promoted strictly on tenure, rather than skill or knowledge.",4.0,4.0,4.0,3.0,4.0,4.0,2,Paralegal,1,2013,Sep,3,13.754000000000001,435.12,0
4143,4144,google,none," Aug 23, 2013",Former Employee - Product Quality Evaluator,It was awesome!,"Excellent benefits: free food, massages, great campus and awesome team mates. Great pay and work ethic. The trips overseas are fun too.",Growth is pretty hard. Managers tend to micro manage and that is one of the few reasons I had left.,none,5.0,5.0,5.0,3.0,5.0,3.0,0,Product Quality Evaluator,0,2013,Aug,3,13.754000000000001,435.12,0
4144,4145,google,"Boston, MA"," Aug 21, 2013",Former Employee - Anonymous Employee,As good as a big company can get,"awesome benefits, good pay, reasonable company values",Google Boston does not get much interesting work,none,5.0,5.0,5.0,3.0,5.0,4.0,0,Anonymous Employee,0,2013,Aug,3,13.754000000000001,435.12,0
4145,4146,google,"Venice, CA"," Aug 19, 2013",Current Employee - Policy Specialist,"Incredible company, but don't get too comfortable.","The legendary perks, the smart people, the do-gooding company ethos--it's all true and it's something to be thankful for every day.","Organization Google works in spite of being an unwieldy and oftentimes bureaucratic place. Reason: What it lacks in organization, it makes up for in the pure brain power of its employees. This is a good thing for the company, but can drive employees crazy when it comes to hacking through the weeds standing between you and pushing larger projects through to completion. Google needs to extend it's speedy product development mantra to the micro level of its individual internal workings.  Work-Life Balance As a company, Google is actually pretty good about this. Many individual teams, however, focus on global dependencies, which both slows things down and result in a 24-hour-a-day need to be connected. Emails time-stamped 2am on a Saturday are commonplace. This oftentimes results in frazzled employees and work that isn't as solid or quickly produced as it could/should be.","Be a good people manager, not just managing up. Take your role as a leader seriously and inspire.",4.0,4.0,5.0,3.0,5.0,4.0,5,Policy Specialist,1,2013,Aug,3,13.754000000000001,435.12,0
4146,4147,google,"Mountain View, CA"," Sep 19, 2013",Former Employee - Server Operations Manager,Google stinks at aqui-hires,"Good salary, Excellent Benefits, Excellent Campus","very slow to get anything done, you work for your OKR's not for your passion. 20% time is a myth :(","the best way to get something done at google is to disregard company policy as much as possible :( The internal social caste system is fairly striated, as well - it's easy to tell the difference between 'haves' and 'have nots' on the campus.",1.0,4.0,2.0,1.0,4.0,3.0,5,Server Operations Manager,0,2013,Sep,3,13.754000000000001,435.12,0
4147,4148,google,"Seattle, WA"," Aug 23, 2013",Current Employee - Programmer Analyst,Amazing and superb and very very great!,"Great environment, less work pressure and advanced technologies.",None till now. Companies like these have no cons.,"No advices, very god going!",5.0,5.0,5.0,5.0,5.0,5.0,0,Programmer Analyst,1,2013,Aug,3,13.754000000000001,435.12,0
4148,4149,google,"Mountain View, CA"," Sep 16, 2013",Current Employee - Account Executive,Okay,"The job is good, food is good, money is okay. It is a great place to start your career since the company is so reputable.","The competition for the job is extremely intense. You will get some very tough interview questions, but as long as you get through those interviews you are okay",The environment is so snobbish...,1.0,4.0,1.0,3.0,1.0,2.0,8,Account Executive,1,2013,Sep,3,13.754000000000001,435.12,0
4149,4150,google,"New York, NY"," Aug 22, 2013",Current Employee - Associate,Associate,"amazing culture, good company, compatible work environment and work flexibility. I have loved to work for my company so far. It is a superb company","over time. amazing culture, good company, compatible work environment and work flexibility. I have loved to work for my company so far. It is a superb company",kjhl,5.0,4.0,5.0,4.0,4.0,5.0,0,Associate,1,2013,Aug,3,13.754000000000001,435.12,0
4150,4151,google,"Mountain View, CA"," Aug 5, 2013",Former Employee - Product Manager,"Challenging, fun and stimulating experience",Environment that encourages everyone to stretch themselves with well aligned goals.,Unforgiving if achievement isn't at a top level,"Every career has cycles of ups and downs, unrealistic to expect only the upward trajectory without some transitional periods",5.0,3.0,3.0,3.0,3.0,3.0,3,Product Manager,0,2013,Aug,3,13.754000000000001,435.12,1
4151,4152,google,"Mountain View, CA"," Aug 15, 2013",Former Employee - Marketing Strategist (Contract),Great working environment but too much red tape,"As a contractor, I was able to take advantage of free meal benefits and company facilities. Great team.","Lack of ability to really do my job. A lot of waiting, boredom and red tape to do anything productive. Too many meetings.",none,5.0,3.0,5.0,4.0,4.0,4.0,0,Marketing Strategist (Contract),0,2013,Aug,3,13.754000000000001,435.12,0
4152,4153,google,"Mountain View, CA"," Aug 11, 2013",Current Employee - Account Strategist,Absolutely incredible place to work,- Enjoy coming to work every single day - Do cool stuff that acutally matters - Fun and smart Co-workers - Google really invests in their employees,"- Employee counts exploding, not a ""start up"" anymore. - Lots of middle management now",none,5.0,5.0,5.0,5.0,5.0,5.0,1,Account Strategist,1,2013,Aug,3,13.754000000000001,435.12,0
4153,4154,google,"New York, NY"," Aug 28, 2013",Current Employee - Designer,"Tons of fun, lots of hard work, occupies most of your life.",Amazingly talented people doing courageous work.,Too big to move fast or do things the right way.,none,4.0,3.0,4.0,4.0,5.0,3.0,0,Designer,1,2013,Aug,3,13.754000000000001,435.12,0
4154,4155,google,"Mountain View, CA"," Aug 7, 2013",Current Employee - Ads Quality Senior Strategist,A Lifetime of Operations at a Tech Company,"The roles have been challenging, dynamic, interesting, ambiguous and evolving. The people that I've gotten to work with are great (for the most part)--smart, driven, effective--they're what has kept me around for so long.","Bias towards the new, shiny, sexy projects often leaves Operations teams and other cost centers at a loss for resources and support. The basic conflict of interest between Ads Sales and Ads Quality/anti-fraud teams is a constant source of frustration.","Handle low-performing middle managers more effectively. Understand that everyone knows how poorly a manager scores on their evaluations, so when they're kept around and/or promoted, it reflects poorly on everyone above that's involved.",5.0,5.0,5.0,3.0,4.0,4.0,2,Ads Quality Senior Strategist,1,2013,Aug,3,13.754000000000001,435.12,0
4155,4156,google,"Mountain View, CA"," Aug 27, 2013",Former Employee - Recruiting Coordinator,Perfect for my first job post college,Loved making my own work schedule and hours.,Not much room to move up in the company.,none,4.0,3.0,5.0,2.0,4.0,3.0,0,Recruiting Coordinator,0,2013,Aug,3,13.754000000000001,435.12,0
4156,4157,google,"Pryor, OK"," Aug 11, 2013",Former Employee - Logistic Specialist,Great Company,"Lots to learn, job culture is very unique, co-workers are very helpful and engaging","Not that I can think of, unless you are conscious with your weight cause the company feed you really good.",Keep doing what you are doing. I wish that you did not temporarily shut down Oklahoma facility.,5.0,5.0,5.0,4.0,4.0,5.0,0,Logistic Specialist,0,2013,Aug,3,13.754000000000001,435.12,0
4157,4158,google,"Mountain View, CA"," Aug 10, 2013",Current Employee - Technical Recruiter,Technical Recruiter,Finding top talent around the world for a great company.,Job responsibilities doesn't allow room to grow fast.,Allow greater flexibility to try new things.,5.0,4.0,4.0,4.0,4.0,3.0,0,Technical Recruiter,1,2013,Aug,3,13.754000000000001,435.12,0
4158,4159,google,"Lenoir, NC"," Aug 10, 2013",Current Employee - Operations Engineer,Data Center,"- Entertainment! Yes, there is a workout room, pool tables, ping pong tables, Foosball tables, Xbox 360's, Playstation 3s, Wii !! - FOOD!! Ice Cream freezer, cookies, snacks of all sorts, gourmet and normal beverages free for the taking! Breakfast and Lunch are all homemade from Chefs with nothing ever frozen.","- Entertainment?? Really? ? There isn't any time to take advantage of all the Entertainment mentioned above unless you sacrifice your lunch break or one of the 15 minute morning & afternoon breaks. Sacrifice resting after doing my job??? NO WAY!! See below- - With the amount of sweat and bodily exertion, when lunch comes around, it's all you can do in your 1 hour lunch to eat, drink, and down 2 more Gatorades to keep hydrated! I'm in great shape, but the jobs performed by Operations Associates and Engineers such as myself, require extreme physical exertion in order to keep up. My hands are no longer hands, but machines in need of desperate repair. I have callouses so thick that I cannot feel my fingertips. My hands ache terribly each day and are so mangled it feels like I have an extreme case of rheumatoid arthritis or perhaps I do from all the manual labor! - HOT!! The Data Center is kept at a temperature so hot, about 30 minutes into working, I am wanting to take a break to grab some Vitamin Water or any water for that matter. There are no water fountains and there is only one area which is typically far away in which employees are able to store water that must be in a CamelBack thermos. Every work area is extremely hot unless you're lucky enough to have a desk job. - Employees? It's interesting that the majority of actual work is done by workers who are not true Google employees. Temporary workers outnumber permanent Googlers by far. These individuals are interviewed for an entry level position by Google Management, but are actually employed by a Temp Agency. These poor saps are underpaid, overworked, and all are fighting for a permanent position that most will not obtain. They do the same work as many Operations Associates & Engineers. But receive no promise for their hard work and are unappreciated by management. Management is not allowed to give temporary workers any type of feedback as to their performance and are unable to pull them aside to tell them they are doing a good job, nor room for improvement.","Place water fountains on the DC Floor. Give employees more breaks to prevent bodily injury such as carpel tunnel syndrome. Communicate with your employees more frequently to receive feedback rather than once a month meetings as to our goals. Allow employees to submit anonymous suggestions like this advice text box. Allow temporary employees the same supervisory advice Googlers are given and give them advice on ways to improve. Don't be a jerk! And don't be evil! I love Google, but for lower level employees, it is easy to become burned out both physically and mentally. Take this into consideration and take care of your employees as well as the temporary workers who work just as hard.",2.0,1.0,2.0,4.0,4.0,2.0,11,Operations Engineer,1,2013,Aug,3,13.754000000000001,435.12,0
4159,4160,google,none," Aug 24, 2013",Current Employee - Anonymous Employee,It was ok,They do a lot of things with computers,They do not do many things without computers,none,4.0,2.0,3.0,5.0,4.0,4.0,2,Anonymous Employee,1,2013,Aug,3,13.754000000000001,435.12,0
4160,4161,google,none," Aug 21, 2013",Former Employee - Anonymous Employee,"Great people, management not so much",Some of the perks. being part of IT history,Management Expectations for the tech staff,none,3.0,2.0,4.0,3.0,3.0,2.0,0,Anonymous Employee,0,2013,Aug,3,13.754000000000001,435.12,0
4161,4162,google,none," Aug 6, 2013",Former Employee - Anonymous Employee,Benefits and People,"Attracts the smartest people, benefits are as good as you read about.",Difficult to move up in career ladder sometimes due to a middle managment bubble.,Be more agressive managing underperformers out.,5.0,5.0,3.0,4.0,5.0,5.0,0,Anonymous Employee,0,2013,Aug,3,13.754000000000001,435.12,1
4162,4163,google,none," Aug 20, 2013",Current Employee - Anonymous Employee,best big company to work for,everything a big company can offer and what you do changes the world,with limited career growth opportunities,none,4.0,5.0,5.0,2.0,4.0,4.0,0,Anonymous Employee,1,2013,Aug,3,13.754000000000001,435.12,0
4163,4164,google,"Mountain View, CA"," Aug 19, 2013",Former Employee - Anonymous Employee,Worked in support services as employee (non-engineer),"Ability to interact with very unique and intelligent co-workers Numerous employee perks (free food, fitness centers, events, massage, etc.)",Ratio of non-engineering to engineering employees not scalable to growth Lack of upper management support for needs of changing employee demographics and work/life balance,"10,000+ employees require a closer and more diverse approach to employee growth, motivation, and happiness Provide more career development, mentoring, and training opportunities for employees, especially management (all levels)",2.0,2.0,3.0,2.0,3.0,1.0,2,Anonymous Employee,0,2013,Aug,3,13.754000000000001,435.12,0
4164,4165,google,"Mountain View, CA"," Jul 30, 2013",Current Employee - Anonymous Employee,Fantastic workplace,+ Opportunities to learn new skills + Upper management support of career goals + Free onsite food and gym + Shuttle service to get to work + Top notch benefits,"+ Some roles work with unpleasant content + For engineers if your product isn't the ""hot"" product, difficult to get additional resources",none,5.0,5.0,4.0,5.0,4.0,4.0,1,Anonymous Employee,1,2013,Jul,3,13.754000000000001,435.12,0
4165,4166,google,none," Aug 17, 2013",Current Employee - Anonymous Employee,Great place to work,Work life balance. Great beta tech to play with,All movement is based on tenure.,none,3.0,5.0,5.0,3.0,3.0,2.0,0,Anonymous Employee,1,2013,Aug,3,13.754000000000001,435.12,0
4166,4167,google,none," Aug 8, 2013",Current Employee - Anonymous Employee,good place to work,"life work balance is best here, no too much work","too big company, hard to find good projects, boring",none,5.0,3.0,3.0,3.0,3.0,3.0,0,Anonymous Employee,1,2013,Aug,3,13.754000000000001,435.12,1
4167,4168,google,none," Aug 3, 2013",Current Employee - Anonymous Employee,Great place to work.,Culture and perks are great. I can't think of another place I'd rather work.,"None to speak of. The office culture and the pay are good, and the work is good too..",none,5.0,3.0,5.0,5.0,5.0,4.0,0,Anonymous Employee,1,2013,Aug,3,13.754000000000001,435.12,0
4168,4169,google,"Mountain View, CA"," Aug 6, 2013",Current Employee - Field Technician,It can't get any better,"Endless perks like: massages, breakfast, lunch, dinner, gyms, trainings, micro kitchens, volleyball, shuttle service",I can't thing of anything that would be considered as a con,none,5.0,5.0,5.0,5.0,5.0,5.0,0,Field Technician,1,2013,Aug,3,13.754000000000001,435.12,0
4169,4170,google,none," Aug 17, 2013",Current Employee - Anonymous Employee,Good place to work,Working with smarts people who work hard and play hard,Can be very stressful at times,none,4.0,3.0,3.0,3.0,3.0,3.0,0,Anonymous Employee,1,2013,Aug,3,13.754000000000001,435.12,1
4170,4171,google,none," Aug 13, 2013",Former Employee - Anonymous Employee,amazing workplace,"great benefits, helpful co-workers, good atmosphere, innovative environment full of tech savvy people","hard to get in touch with senior management, limited options for growth, pretty strong hierarchy",none,4.0,4.0,4.0,3.0,4.0,3.0,0,Anonymous Employee,0,2013,Aug,3,13.754000000000001,435.12,0
4171,4172,google,none," Aug 15, 2013",Current Employee - Anonymous Employee,Excellent,"Great culture, great perks. The work is challenging and rewarding",The only downside is the long hours (at times).,Listen to employee feedback and be more transparent about what team they will be working on,4.0,3.0,3.0,3.0,3.0,3.0,0,Anonymous Employee,1,2013,Aug,3,13.754000000000001,435.12,1
4172,4173,google,none," Jul 27, 2013",Current Employee - Anonymous Employee,Great!,"Free food is amazing.Great atmosphere, people work together and help each other. No strict rules on hours. Many tech talks that you can attend freely to learn.",Google is too huge that you will only be able to see a small small part of the whole company.,none,5.0,3.0,3.0,3.0,3.0,3.0,0,Anonymous Employee,1,2013,Jul,3,13.754000000000001,435.12,1
4173,4174,google,"Mountain View, CA"," Jul 19, 2013",Current Employee - Enterprise Program Manager,Amazing,"-perks are out of this world -very steep career + pay growth (eg you can move up quickly if you do well) -flatter organization -given lots of opportunity and responsibility -dynamic -mission is fulfilling -amazing people -fun culture, familial","-commute (if you don't live in southbay) -ambiguous career path and grow -lots of product changes, unclear roadmap -big divide between eng and non-eng -more red tap, things take slower to get off ground",none,5.0,2.0,5.0,2.0,5.0,3.0,3,Enterprise Program Manager,1,2013,Jul,3,13.754000000000001,435.12,0
4174,4175,google,"Mountain View, CA"," Jul 22, 2013",Current Employee - Software Engineer,Best company I have worked for,"The job offers the rare opportunity to make big impact to life of millions of people. I work with extremely smart people and everyone is excited to come to work everyday. With all different kinds of project in Google, I can alway find something that interests me.","Google is a big company, so it's different from startup company. There will be process built that you need to follow and organization can be hierarchical. But it's nature of a big company. Still, there are some projects and teams in Google that act like startup.",none,5.0,4.0,5.0,5.0,4.0,4.0,1,Software Engineer,1,2013,Jul,3,13.754000000000001,435.12,0
4175,4176,google,"New York, NY"," Jul 25, 2013",Current Employee - Head of Industry,Best company in the world.,"Perks, products & innovation mixed with a fantastic culture",Long hours and late nights due to everchanging digital media world,Looking to bring back the NYC Culture in the office,5.0,5.0,5.0,5.0,5.0,4.0,0,Head of Industry,1,2013,Jul,3,13.754000000000001,435.12,0
4176,4177,google,none," Aug 5, 2013",Current Employee - Anonymous Employee,Horrible but not quite as bad as financial companies,"One word: money. The compensation, including the stock, is very good, and there aren't many other places that pay so well. The benefits are OK too but you need to be careful: for example, they have good insurance policies but by default they push you towards the bad ones.","Everything else. The offices are placed in the cities. Horrible commute, non-stop parking troubles. The offices themselves are horrible, very densely packed. It's the only place I've seen that has more densely packed offices than the banks. When you sign up, you don't get to know, what group you'll be assigned too. The job itself is incredibly stupid, you're guaranteed to be vastly overqualified for it. The smugness level is amazing, the smug is so thick you can cut it with a knife. There are worse places to work (i.e. banks) but for the technical companies it's a deeply substandard one. No wonder that the people who stay there for a long time are mostly the new grads, who haven't seen anything better.","open some offices in the decent suburb locations, and make the offices less horrible",2.0,2.0,1.0,1.0,5.0,3.0,3,Anonymous Employee,1,2013,Aug,3,13.754000000000001,435.12,0
4177,4178,google,"Mountain View, CA"," Jul 26, 2013",Former Employee - Product Marketing Manager,"amazing, learned a wealth of information and skills","people: supportive, friendly, smart, helpful","big company: more bureaucratic, slow",none,5.0,2.0,5.0,3.0,4.0,3.0,0,Product Marketing Manager,0,2013,Jul,3,13.754000000000001,435.12,0
4178,4179,google,"New York, NY"," Aug 3, 2013",Former Employee - Software Engineer,Great company that continues to push boundaries,"The perks are well known by now--not every office is like the one in Mountain View, but you'll find that they all are better than your average work facility.",It's difficult to stand out and be more than just a member on a team. Very noticeable if you were used to being a stand out in your previous job.,Keep doing what you're doing--it's been working great. Don't slow down.,4.0,4.0,5.0,3.0,4.0,4.0,1,Software Engineer,0,2013,Aug,3,13.754000000000001,435.12,0
4179,4180,google,"Mountain View, CA"," Jul 24, 2013",Current Employee - Software Engineer,Very hard to land on projects that benefit your career.,Benefits are good. Shuttle transportation can be useful for many people. Occasionally there are interesting talks (but conference rooms are often way too tiny.),"The interviews are really bad for the applicant: you learn nothing from what you will be doing and are interviewed only by people from completely different areas of expertise than yours. If you decide to come here, expect to have 5-6 layers of management above you. Unless your are a big shot or manage to get a strong ally, you often get the promise of leading some significant project, only to be exchanged without notice with more ""experienced"" people. Only a minority of engineers get to do the interesting stuff: Google+, Knowledge Graph, etc. If you are part of the other 99%, things are less exciting and the lower your rank is, the less freedom you have.",none,2.0,3.0,2.0,1.0,3.0,3.0,10,Software Engineer,1,2013,Jul,3,13.754000000000001,435.12,0
4180,4181,google,"Mountain View, CA"," Aug 1, 2013",Former Employee - Human Resource,Good company but not for me,"great resources, perks, good internal opportunities","political, alot of processes, limited career opportunities, competitive coworkers",none,3.0,4.0,4.0,3.0,4.0,2.0,2,Human Resource,0,2013,Aug,3,13.754000000000001,435.12,0
4181,4182,google,"Mountain View, CA"," Aug 3, 2013",Current Employee - Software Engineer III,Great For New Grad,"High Reputation, Good Payment, Balance Life","Hard to Promote, Job is not that challenging",none,4.0,5.0,5.0,4.0,5.0,5.0,0,Software Engineer III,1,2013,Aug,3,13.754000000000001,435.12,0
4182,4183,google,"Mountain View, CA"," Jul 14, 2013",Former Employee - Senior IT Business Analyst,Best place to work,Growth opportunity at any level Friendly working atmosphere Lots of facilities for employees and no discrimination for contractors also. Work flexibility Well optimized business processes and policies Diversified culture Moderate pay structure,Hiring process is not well organized. Need better explanation and coordination till interview process and followups.,None,5.0,5.0,5.0,5.0,4.0,5.0,1,Senior IT Business Analyst,0,2013,Jul,3,13.754000000000001,435.12,0
4183,4184,google,"Mountain View, CA"," Jul 29, 2013",Current Employee - Enterprise Order Management Specialist,"Great work culture, great minds and a great company to work for.",Very cool work culture. Open minded leaders,Engineering teams alone seem to get more importance,none,4.0,4.0,5.0,3.0,3.0,4.0,0,Enterprise Order Management Specialist,1,2013,Jul,3,13.754000000000001,435.12,0
4184,4185,google,"Mountain View, CA"," Jul 10, 2013",Current Employee - Google,Enlightening,Perks and awesome projects/experience. Great culture and the ability to work with a lot of smart people.,No a clear structure on process or projects. Very hard to move up.,none,5.0,5.0,5.0,4.0,5.0,5.0,1,Google,1,2013,Jul,3,13.754000000000001,435.12,0
4185,4186,google,"Mountain View, CA"," Jul 10, 2013",Former Employee - Product Manager,Great place to work - great comp,* Great perks * Stable work environment * Fun work environment,"* Engineering has a free pass on everything except writing code. Some great engineers, but occasionally difficult to work with / lacking vision",Great stuff,5.0,3.0,3.0,3.0,3.0,3.0,0,Product Manager,0,2013,Jul,3,13.754000000000001,435.12,1
4186,4187,google,"New York, NY"," Jul 13, 2013",Current Employee - Senior Software Engineer,Awesome and likely to get better,"- extremely smart and firendly peers and managers - open-minded and inclusive culture - working on huge-scale, high-impact products and services - drive to innovate on all levels in areas - big exposure, always in the news - plenty of learning opportunities",Nothing to mention as of yet,"Keep the good work, continue to hire great people, and keep looking for world-class innovations",5.0,5.0,5.0,4.0,5.0,5.0,0,Senior Software Engineer,1,2013,Jul,3,13.754000000000001,435.12,0
